date,day_of_week,is_weekend,weather,exam_day,event,attendance_pct,meals_prepared,meals_consumed,surplus_meals
2026-05-26,Tuesday,0,Rainy,0,None,87.5,385,376,9
2026-05-27,Wednesday,0,Cloudy,0,None,94.9,450,441,9
2026-05-28,Thursday,0,Sunny,0,None,77.5,369,358,11
2026-05-29,Friday,0,Sunny,0,None,83.4,392,380,12
2026-05-30,Saturday,1,Sunny,0,None,76.8,290,282,8
2026-05-31,Sunday,1,Sunny,0,None,62.0,237,229,8
2026-06-01,Monday,0,Sunny,0,None,86.3,415,402,13
2026-06-02,Tuesday,0,Rainy,0,None,81.9,363,355,8
2026-06-03,Wednesday,0,Hot,0,Workshop,89.8,413,402,11
2026-06-04,Thursday,0,Sunny,0,None,97.1,455,440,15
2026-06-05,Friday,0,Sunny,0,None,82.6,389,377,12
2026-06-06,Saturday,1,Cloudy,0,None,64.5,236,228,8
2026-06-07,Sunday,1,Cloudy,0,None,66.0,249,240,9
2026-06-08,Monday,0,Cloudy,0,None,79.6,354,347,7
2026-06-09,Tuesday,0,Cloudy,0,None,79.4,367,358,9
2026-06-10,Wednesday,0,Cloudy,0,None,83.4,394,382,12
2026-06-11,Thursday,0,Sunny,0,None,83.5,376,365,11
2026-06-12,Friday,0,Cloudy,0,None,82.4,395,384,11
2026-06-13,Saturday,1,Sunny,0,None,59.3,200,194,6
2026-06-14,Sunday,1,Sunny,0,None,61.6,227,222,5
2026-06-15,Monday,0,Hot,0,None,91.4,401,392,9
2026-06-16,Tuesday,0,Sunny,0,None,82.9,383,374,9
2026-06-17,Wednesday,0,Hot,0,None,87.0,384,376,8
2026-06-18,Thursday,0,Cloudy,1,None,86.3,400,387,13
2026-06-19,Friday,0,Sunny,0,Cultural Event,89.9,444,431,13
2026-06-20,Saturday,1,Sunny,0,None,68.0,234,229,5
2026-06-21,Sunday,1,Sunny,0,None,56.4,201,197,4
2026-06-22,Monday,0,Cloudy,0,None,84.2,387,380,7
2026-06-23,Tuesday,0,Hot,0,None,84.3,366,356,10
2026-06-24,Wednesday,0,Sunny,0,None,90.0,426,416,10
2026-06-25,Thursday,0,Cloudy,0,None,85.6,410,401,9
2026-06-26,Friday,0,Sunny,0,None,87.9,420,411,9
2026-06-27,Saturday,1,Cloudy,0,None,67.5,227,222,5
2026-06-28,Sunday,1,Sunny,0,None,69.2,260,256,4
2026-06-29,Monday,0,Cloudy,0,None,90.9,431,421,10
2026-06-30,Tuesday,0,Sunny,0,Workshop,86.6,418,407,11
2026-07-01,Wednesday,0,Rainy,0,None,82.0,365,353,12
2026-07-02,Thursday,0,Rainy,1,None,78.1,335,327,8
2026-07-03,Friday,0,Sunny,0,None,91.3,436,422,14
2026-07-04,Saturday,1,Sunny,0,None,62.1,220,216,4
2026-07-05,Sunday,1,Hot,0,Cultural Event,67.1,253,246,7
2026-07-06,Monday,0,Rainy,1,None,82.1,369,361,8
2026-07-07,Tuesday,0,Sunny,0,None,89.0,405,393,12
2026-07-08,Wednesday,0,Cloudy,0,Festival,88.5,446,431,15
2026-07-09,Thursday,0,Hot,0,Cultural Event,88.2,411,401,10
2026-07-10,Friday,0,Sunny,0,None,88.8,424,413,11
2026-07-11,Saturday,1,Cloudy,0,None,62.9,223,217,6
2026-07-12,Sunday,1,Rainy,0,None,64.3,232,225,7
2026-07-13,Monday,0,Rainy,0,Sports Event,86.4,409,396,13
2026-07-14,Tuesday,0,Rainy,0,None,84.5,383,371,12
2026-07-15,Wednesday,0,Hot,0,None,79.7,368,360,8
2026-07-16,Thursday,0,Sunny,0,None,92.6,433,419,14
2026-07-17,Friday,0,Sunny,0,None,86.2,413,403,10
2026-07-18,Saturday,1,Cloudy,0,None,60.0,219,213,6
2026-07-19,Sunday,1,Rainy,0,None,54.1,186,180,6
2026-07-20,Monday,0,Cloudy,0,None,86.8,419,407,12
2026-07-21,Tuesday,0,Cloudy,0,None,85.8,405,391,14
2026-07-22,Wednesday,0,Sunny,0,Sports Event,94.8,457,445,12
2026-07-23,Thursday,0,Rainy,0,None,81.6,359,352,7
2026-07-24,Friday,0,Cloudy,0,None,83.9,379,367,12
2026-07-25,Saturday,1,Cloudy,0,Workshop,59.9,225,219,6
2026-07-26,Sunday,1,Rainy,0,None,57.1,191,187,4
2026-07-27,Monday,0,Rainy,0,None,76.3,333,328,5
2026-07-28,Tuesday,0,Cloudy,0,None,83.4,392,384,8
2026-07-29,Wednesday,0,Rainy,0,None,83.5,372,365,7
2026-07-30,Thursday,0,Sunny,0,None,86.1,407,397,10
2026-07-31,Friday,0,Sunny,0,Festival,90.0,436,422,14
2026-08-01,Saturday,1,Rainy,0,None,56.2,198,193,5
2026-08-02,Sunday,1,Hot,0,None,61.0,205,201,4
2026-08-03,Monday,0,Sunny,0,Festival,95.7,443,435,8
2026-08-04,Tuesday,0,Rainy,1,None,78.5,329,320,9
2026-08-05,Wednesday,0,Sunny,0,None,87.3,404,393,11
2026-08-06,Thursday,0,Sunny,0,None,92.2,436,421,15
2026-08-07,Friday,0,Rainy,1,None,78.3,329,318,11
2026-08-08,Saturday,1,Cloudy,0,None,59.7,211,204,7
2026-08-09,Sunday,1,Cloudy,0,None,74.3,274,269,5
2026-08-10,Monday,0,Sunny,0,None,79.9,370,364,6
2026-08-11,Tuesday,0,Sunny,1,None,87.0,400,389,11
2026-08-12,Wednesday,0,Hot,0,None,78.2,365,352,13
2026-08-13,Thursday,0,Rainy,0,None,75.5,331,321,10
2026-08-14,Friday,0,Cloudy,0,Festival,97.0,477,464,13
2026-08-15,Saturday,1,Sunny,0,None,62.2,236,228,8
2026-08-16,Sunday,1,Sunny,0,None,65.3,236,229,7
2026-08-17,Monday,0,Sunny,0,None,91.3,429,419,10
2026-08-18,Tuesday,0,Sunny,0,Cultural Event,90.2,443,432,11
2026-08-19,Wednesday,0,Sunny,0,None,89.7,417,407,10
2026-08-20,Thursday,0,Sunny,0,Cultural Event,95.9,477,464,13
2026-08-21,Friday,0,Sunny,0,None,79.3,368,360,8
